Index,AudioPath,SegmentList,StartFrame,EndFrame,Primary_Label,Secondary_Label,Tertiary_Label
0,C:\Desktop\Python\CarnaticAnnotater\Shanmukhapriya\Shanmukhapriya_CSVs\Shanmukhapriya_Pallavi01_vocals_200_90_G3.wav,"[1.037204037428992, 1.0053526561110508, 0.9613480716964956, 0.8666285296327734, 0.7894213423681194, 0.8420206877218661, 0.9117323329321844, 0.9828656103553538, 0.9897718421888348, 0.9737401878970912, 1.010459219538182, 0.9794751969652364, 0.9774156050958068, 1.0001986402717111, 1.0127457290562092, 1.0195717585932549, 1.0224673903893275, 1.013906446729801, 1.0057716576606357, 1.005635861396723, 1.0118124062446627, 1.012198152440746, 1.0070554443776991, 1.0053031212641654, 1.0090933644429372, 1.0116096512582218, 1.0053979790344276, 1.0066715996199005, 1.0089605616337047, 1.0077595472508305, 1.0005015358882536, 0.9970197913266402, 0.9953639531880328, 0.9940127217641048, 0.9953456202973032, 0.9992580293941508, 1.0012931020377047, 1.0035554776475035, 1.0035492833488873, 1.0049160820023006, 1.0083606817401856, 1.0110711410265951, 1.011644188929004, 1.006465791812627, 0.9971251783587988, 0.9938444742411616, 0.995351258151798, 0.9959109629301304, 0.994572197026204, 0.9812836528659732, 0.957256532396335, 0.9017783035196172, 0.860004805719892, 0.8649220583900846, 0.9155380139432406, 0.9471562593747176, 0.9837634364222988, 0.986992929010886, 0.98205298339744, 0.982289547749644]",680,740,0,3,1
0,C:\Desktop\Python\CarnaticAnnotater\Shanmukhapriya\Shanmukhapriya_CSVs\Shanmukhapriya_Pallavi01_vocals_200_90_G3.wav,"[1.00539673298571, 1.01930974242864, 1.0106682461726302, 1.001671717312882, 1.0018167913298488, 1.0049946950783983, 1.0058500472134804, 1.0164545554354758, 1.0125763263177685, 1.0142396396358249, 1.02278177627204, 1.0283316800505518, 1.021383756553317, 1.020535567783521, 1.0186428546092472, 1.017663104581668, 1.0141844221869871, 1.0161867954690298, 1.0216701397603285, 1.0262411950191703, 1.0225371569522408, 1.0221933959171738, 1.0217347679763042, 1.0201553631114826, 1.0199340182895316, 1.018932670289008, 1.0197642265647051, 1.0167000532746486, 1.014445415730579, 1.0244695525492071, 1.0211702046098676, 1.0171987727596243, 1.0173629215054565, 1.0170541929995025, 1.024086647866298, 1.0263400331726789, 1.0250386292056166, 1.0217396293794463, 1.0204465587602043, 1.017825551824116, 1.0114651670089148, 1.0102179946804084, 1.0188233185123825, 1.0257301925477993, 1.0300069233798754, 1.0207426469276144, 1.0187055069754307, 1.0259237164115054, 1.0192614300558978, 1.0047941274257963, 1.015972361390093, 1.0361079246784306, 1.033356069395851, 1.0183150383382884, 0.995985913090178, 0.9186830027009564, 0.9104545557111916, 0.9750901624507522, 0.9946227849755086, 1.0606567167390293]",820,880,0,3,1
0,C:\Desktop\Python\CarnaticAnnotater\Shanmukhapriya\Shanmukhapriya_CSVs\Shanmukhapriya_Pallavi01_vocals_200_90_G3.wav,"[1.017094397868325, 0.9983011698394372, 0.984616544154006, 0.978613459449698, 0.9786361748131412, 0.9787101556676135, 0.975512430076138, 0.991596685300952, 1.0053686555988066, 0.9980399066546716, 0.99290451805425, 0.9923830984446176, 0.9918246785069094, 0.9928303513071414, 0.9969916085185576, 0.9979770106704784, 0.9960934402259144, 0.9974525069615988, 0.9975256561209174, 0.997550302407635, 0.9960559179698518, 0.9974311691018648, 0.9993819402064268, 0.9987339360702964, 0.997859496287274, 1.0016779656736077, 1.00082027875822, 0.9914313519208844, 0.988114790657194, 0.9944228911775987, 0.9993657514650252, 0.997874665103632, 0.9992310148855484, 0.9941375837820886, 0.9942205991043388, 0.9991123498384132, 1.0033559846477458, 0.9979122353392323, 0.9950995026964228, 0.9927667679964692, 0.9936779520843052, 0.9930746409184766, 0.9976622361346998, 1.0020960886377073, 1.003086877978049, 1.0032395198790778, 1.0065417441558149, 1.0087625855774196, 1.0082314289276828, 1.0046070361202135, 1.0058087849413582, 1.0110343395619892, 1.008177489165515, 1.0016353750385896, 1.0003337721795875, 1.002192207868414, 0.998286504463225, 0.9994282168094007, 1.0049431966545872, 1.01843177995733]",1230,1290,0,3,1
0,C:\Desktop\Python\CarnaticAnnotater\Shanmukhapriya\Shanmukhapriya_CSVs\Shanmukhapriya_Pallavi01_vocals_200_90_G3.wav,"[1.0168395492385855, 1.0139243990693572, 1.0137973172556478, 1.0095265718989592, 1.003594578081758, 1.0033848816061393, 0.9960445981996616, 0.9968193729621376, 1.0019439990670984, 1.0024429245650677, 1.0097402184973758, 1.0184543691435095, 1.0192029036719052, 1.0235989157028138, 1.0098562337852204, 1.006038960022252, 1.0111868137692683, 1.0046611766964824, 1.0014358155734608, 1.0080449119728687, 1.0152442031432, 1.0185455280512743, 1.0180210079151024, 1.0162018872660823, 1.0178164499660804, 1.025179156670032, 1.0263121049446682, 1.0234289661888802, 1.009695673856871, 1.0070716629709109, 1.012403499197365, 1.0154515922563443, 1.0194021258062498, 1.0220280257179886, 1.020877512578217, 1.0069870765324256, 1.0045838775476097, 1.0126713348194265, 1.0148684723325296, 1.0156995822876909, 1.0156915868402805, 1.0108595197033123, 1.0172850343239423, 1.021750098477332, 1.0179699660754595, 1.0099159893096747, 1.0029897305861626, 0.9997038629970628, 0.995176713874223, 0.9830415795456664, 0.9729240780832328, 0.987816163906566, 1.0060275303821349, 1.0058517319333484, 0.9970439670540122, 0.995390889586934, 0.9884417350699436, 0.9759651212535428, 0.9818476967501656, 0.9849392857200768]",1290,1350,0,3,1
0,C:\Desktop\Python\CarnaticAnnotater\Shanmukhapriya\Shanmukhapriya_CSVs\Shanmukhapriya_Pallavi01_vocals_200_90_G3.wav,"[1.006895256500207, 1.0042957852239356, 1.0002659784456678, 1.000198560788777, 0.9983005206705418, 0.9991947239313336, 1.0013095663131122, 0.99994649103239, 1.0020715366787136, 1.005894697065085, 1.002904810176673, 0.9969861004304548, 0.9943130524722332, 0.9941402433701754, 0.9936562864655366, 0.9950022551058108, 1.0040543956288035, 1.0168353544091515, 1.0265161170231083, 1.0270311612894312, 1.0041254293867437, 0.994719095369598, 0.9920300975212428, 0.9904105536579956, 0.9911397794771412, 0.9816432408469488, 0.9670257345088342, 0.9509120721110376, 0.9664487442415391, 1.0084350498825545, 1.0085863334532157, 1.0068732502969102, 1.006742689255133, 0.9980875840219136, 0.9818200214412316, 1.0000840820710268, 0.999400455608456, 0.9891414594399291, 0.9971265473327208, 0.9771580756031638, 0.9643680177353068, 0.9932616529648752, 1.0097308891366958, 1.0265132030583708, 1.0193606281166523, 1.0206930103889895, 1.01109339613174, 0.9936716746905968, 1.0078420666219652, 1.0035754538723545, 1.002978320712448, 0.9987271030128204, 0.9872617735230204, 0.9832472765373692, 0.9891234311901456, 0.9962550326229463, 0.9915654311735868, 0.9932726996850664, 1.0027626065497142, 1.0119518483629577]",1470,1530,0,3,1
0,C:\Desktop\Python\CarnaticAnnotater\Shanmukhapriya\Shanmukhapriya_CSVs\Shanmukhapriya_Pallavi01_vocals_200_90_G3.wav,"[1.0083052291100605, 1.0082127816037971, 1.0021962199179588, 1.001347215769596, 1.0041887649465986, 0.9985904280833486, 0.9921038235598192, 0.9977879773689078, 1.00306152223297, 1.008069304411872, 1.009721026225654, 1.0068668290350669, 1.0013163703699568, 0.995775253070162, 0.99547570703291, 0.997989704832674, 1.00295565645289, 1.0020504021797632, 0.9830745688459724, 0.9788596564637716, 0.9864802532641442, 0.9873601356412006, 1.007084513817215, 1.0373118679711213, 1.1393594536299505, 1.1976153589777372, 1.1224628531201382, 1.0754904424961704, 1.026606912838704, 0.988288158624638, 0.991268769894216, 1.0399393298440958, 1.1330619085901756, 1.1593337477482737, 1.1220828667452698, 1.014043893535418, 0.9949673453805218, 1.0255958658762758, 1.0477750639174297, 1.0482420359799347, 1.0378527015009582, 1.0140015836618517, 0.996783482324206, 0.9806414757911308, 1.0737202796277094, 1.1180145015767964, 1.1121766033354985, 1.0270517722856, 0.9930034679443004, 0.9806594193564148, 0.989186866446638, 1.0007894706369775, 1.00342066217023, 0.9805068288140808, 0.948943290292096, 0.9377898422064505, 0.9588859868628388, 0.9852078500077356, 1.006998575564564, 1.0075266212177731]",1540,1600,0,3,1
0,C:\Desktop\Python\CarnaticAnnotater\Shanmukhapriya\Shanmukhapriya_CSVs\Shanmukhapriya_Pallavi01_vocals_200_90_G3.wav,"[0.9935748816550092, 0.9933531392237432, 0.99405209897947, 0.9933594144659276, 0.9915802574854288, 0.989236554872772, 0.9887502899158211, 0.9904226336963912, 0.9906866636806192, 0.991134226881044, 0.9929650934058336, 0.9927414205476356, 0.9931792818542784, 0.9936078221999292, 0.9927673893474758, 0.9904802067552768, 0.9910515790588368, 0.9971767432106232, 0.9888289084425615, 0.981663266252092, 0.9891880489392852, 0.9954052789302154, 0.9994426965908138, 1.0063446039872512, 1.0093381087042888, 1.0105389694394842, 1.007465273787237, 0.9978913286628512, 0.9947216028425168, 0.997660567274212, 1.003421127027842, 1.0054173935734332, 1.0046238282616071, 0.9990207885303548, 0.9902371287823348, 0.9877825497018992, 0.9885909512627848, 0.9864698232234964, 0.990465439484019, 0.9937377897201084, 0.9948747851906684, 0.9953350920877114, 0.9965418383435024, 1.0039775788938536, 1.009446659231274, 1.009026666970637, 1.0065367797150546, 1.0058860871706194, 1.0044577243227644, 0.9989335350698316, 0.99457032739452, 0.9899748578943808, 0.985119327167064, 0.9897749865363138, 1.0017107341047204, 1.0059150260334346, 1.0061826670769154, 1.0034650582373323, 0.99685244369002, 0.9737746205642688]",2990,3050,0,3,1
0,C:\Desktop\Python\CarnaticAnnotater\Shanmukhapriya\Shanmukhapriya_CSVs\Shanmukhapriya_Pallavi01_vocals_200_90_G3.wav,"[0.9387362060084944, 0.94375613935387, 0.9661556401349314, 0.9773050213484444, 0.9801632405043722, 0.976453413442504, 0.9788926466663678, 0.9828371774413872, 0.9913087497021668, 1.0033940940024293, 1.003705311774158, 0.9991557318128552, 0.9976423490625992, 0.999989155299287, 1.0055914798524554, 1.0094433105146423, 1.0146527949997115, 1.0091858775964768, 0.9980736402414268, 0.9905756125305968, 0.9925246359332816, 0.987565383577647, 0.971264970776848, 0.9509286712462488, 0.9670898870182612, 0.9913453650270364, 1.0023626196609536, 0.9991645166338744, 0.9966953906070676, 0.9985352736512692, 0.9916284579881616, 0.9849790434513848, 0.991675632518108, 1.0463599496381564, 1.014934659594994, 0.981743073251628, 0.9497572533300612, 0.9553103001571316, 0.9776387123958226, 1.016009471535848, 1.1395359375875391, 1.1704469141810494, 1.1599755488468386, 1.0978679626125092, 0.9957033888035304, 0.9450636403009128, 0.9719001584769824, 0.9888581863035042, 0.9709226910502072, 0.9726844900652424, 0.9878948807199316, 0.990746712866892, 0.9819743035186872, 0.9715722787451784, 0.9723890855529626, 0.9795408257440984, 0.995499016196888, 1.0079340531401169, 1.0090761092848015, 1.0007418254338911]",3060,3120,0,3,1
0,C:\Desktop\Python\CarnaticAnnotater\Shanmukhapriya\Shanmukhapriya_CSVs\Shanmukhapriya_Pallavi01_vocals_200_90_G3.wav,"[1.0308339127040815, 1.032070079667926, 1.025429583200559, 1.0051562818896531, 0.9884869282592444, 0.9669212260366424, 0.9569604466921744, 0.9584840800105916, 0.9657474047076318, 0.976000786157044, 1.011425988533127, 1.0104456527316117, 0.9957474390891968, 0.9896478061565778, 0.9831663639545968, 0.9830080090578112, 0.9901738334199685, 0.985407070640125, 0.9879268522957126, 0.9941838190382382, 0.9976378859472308, 1.0095529086626664, 1.0027103219214448, 0.9917883990532818, 0.9917225071398372, 0.9886018197711952, 0.988714169808206, 0.99132093617195, 0.9924094669200622, 0.9965551129303664, 0.9988469664246502, 0.9962826914285384, 0.9951917157545074, 1.0018735068237326, 1.0042408649617622, 1.0017152555126232, 1.0005731325531293, 1.000063540748718, 1.0023846583126093, 1.006388164488365, 1.012989361599585, 1.018519559216383, 1.0187707791465128, 1.0165839019101062, 1.0228603683085256, 1.026730215035386, 1.02342125961911, 1.0158805808237674, 1.015858595300161, 1.0122383287279384, 1.0008001405082994, 0.9783763585224898, 0.9509446249974456, 0.8881820388109076, 0.9010807317980826, 0.9724644745520418, 0.9886399061566948, 0.9914276498128138, 1.0114718380919134, 0.9596310117542768]",3190,3250,0,3,1
0,C:\Desktop\Python\CarnaticAnnotater\Shanmukhapriya\Shanmukhapriya_CSVs\Shanmukhapriya_Pallavi01_vocals_200_90_G3.wav,"[0.9860944908008156, 1.045530206020633, 1.0862065169872388, 1.1017776302272884, 1.1355491666963071, 1.108423469320942, 1.04226866374399, 1.0300639445922772, 1.0492086236788478, 1.0762920521591746, 1.0777485998823015, 1.0412778272297356, 1.0011190768428144, 0.9824716697572669, 0.9964218174068836, 1.022890936933896, 1.0497825112403698, 1.0648144993264157, 1.058432895837402, 1.0437678736107543, 1.0329049943425774, 1.0334330645635688, 1.0328249600587671, 1.0389333818796005, 1.0619023658093805, 1.0702452334122283, 1.0577866448422797, 1.0349012260902564, 1.016194810808846, 1.0138653443366523, 1.03298514754842, 1.0570989456218882, 1.071601197118503, 1.06593131277024, 1.0330268177553217, 1.0020253126539895, 0.9920403984944056, 0.997891231635198, 1.0157349070390256, 1.038692010915243, 1.0973587746781963, 1.0757873992555604, 1.0974215162254928, 1.0468531766702085, 1.002140464240755, 1.0692704800380042, 1.0581157386512932, 1.0008641988324682, 1.1320041504862186, 1.0971288540845263, 1.0237174418918769, 0.9724276650127988, 0.9759126806976725, 0.9827793664528364, 0.9759456001720398, 0.9843006184760278, 1.01298253577929, 1.029020308092949, 1.0443987436990037, 1.0281520398933257]",3330,3390,0,3,1
